,instance,alg,nodes,first_primal,ttfs,first_primal_gap,primal,dual,time,mem,primal_integral,expanded/fails/iters,generated/branches/nodes,primal_intergal,best_primal,primal_gap
72,random-50-7.00-0,DIDP-DEL,0,0,0,0,0,394.1990864869707,1829.930879767,0,0,77109450,238153853,-1,,
71,random-40-9.60-0,DIDP-DEL,0,0,0,0,0,416.25450147344884,1828.028510766,0,0,74031097,233560396,-1,,
70,random-30-5.00-0,DIDP-DEL,0,0,0,0,0,413.8982355694771,1825.698915526,0,0,91043105,241648748,-1,,
69,random-40-4.60-0,DIDP-DEL,0,0,0,0,0,423.76945602111687,1820.85557136,0,0,76727864,236551699,-1,,
68,random-40-7.00-0,DIDP-DEL,0,0,0,0,0,419.4490063528581,1820.326425451,0,0,75236621,237295092,-1,,
67,random-50-12.00-0,DIDP-DEL,0,0,0,0,0,387.7471922218928,1808.927303703,0,0,67500163,226422660,-1,,
66,random-50-9.60-0,DIDP-DEL,0,0,0,0,0,388.71794052286606,1806.977182989,0,0,71378039,232111204,-1,,
65,random-60-4.00-0,DIDP-DEL,0,0,0,0,0,431.16639420794354,1805.732078924,0,0,66520974,215162768,-1,,
64,random-20-2.60-0,DIDP-DEL,0,0,0,0,0,0,667.182673749,0,0,99037634,116259317,-1,,
63,random-30-0.00-0,DIDP-DEL,0,0,0,0,0,0,401.948957288,0,0,61169160,70862168,-1,,
62,random-20-0.00-0,DIDP-DEL,0,0,0,0,0,0,0.320597886,0,0,106033,126743,-1,,
74,random-40-12.00-0,DIDP-DEL,0,1253.126835312578,294.259009539,0.24182705620624087,1009.0993178557871,414.10926188813636,1837.633963809,0,0,74185200,238453593,0.05733266246079366,1009.0993178557871,0.0
61,random-10-5.00-0,DIDP-DEL,0,434.26690875334657,0.000396086,0.1769277382839069,368.9834937415585,368.9834937415585,0.12808398,0,0,53091,64242,3.893255563662197e-08,368.9834937415585,0.0
89,random-70-10.00-0,DIDP-DEL,0,0,0,0,0,466.9982479533518,1811.76207376,0,0,57794235,206427675,-1,,
91,random-80-10.00-0,DIDP-DEL,0,0,0,0,0,451.3421642639683,1802.372002631,0,0,54140189,197808151,-1,,
117,random-200-60.00-0,DIDP-DEL,0,0,0,0,0,748.7817883313875,1800.312448376,0,0,21213792,100744334,-1,,
116,random-200-20.96-0,DIDP-DEL,0,0,0,0,0,735.1568155032182,1802.232485729,0,0,22768191,97439130,-1,,
115,random-200-8.00-0,DIDP-DEL,0,0,0,0,0,735.3924227502592,1801.663712498,0,0,21654003,94884232,-1,,
114,random-150-60.00-0,DIDP-DEL,0,2227.661780488051,1067.356968039,0.0,2227.661780488051,651.0643749688651,1802.205943725,0,0,25912701,122914634,0.0,2227.661780488051,0.0
113,random-150-46.40-0,DIDP-DEL,0,0,0,0,0,651.2080809364477,1802.199083897,0,0,27652823,128453687,-1,,
112,random-150-32.80-0,DIDP-DEL,0,0,0,0,0,651.3665260291773,1801.448602037,0,0,32318134,138072191,-1,,
111,random-150-19.68-0,DIDP-DEL,0,0,0,0,0,607.4816570549726,1801.385598966,0,0,33741187,135951509,-1,,
110,random-150-6.00-0,DIDP-DEL,0,0,0,0,0,607.9980038736855,1802.454817728,0,0,30863974,126761139,-1,,
109,random-100-24.00-0,DIDP-DEL,0,0,0,0,0,561.5121659287882,1803.968383867,0,0,47939053,180641515,-1,,
108,random-100-19.68-0,DIDP-DEL,0,0,0,0,0,562.1168684909121,1804.884413967,0,0,47314742,179664214,-1,,
107,random-100-15.00-0,DIDP-DEL,0,0,0,0,0,562.5824567057105,1804.910079194,0,0,46130046,173696374,-1,,
106,random-100-10.68-0,DIDP-DEL,0,0,0,0,0,563.0644356404787,1803.90081165,0,0,43751115,167293421,-1,,
90,random-70-16.00-0,DIDP-DEL,0,0,0,0,0,464.8534535994201,1807.926455846,0,0,60844929,210216190,-1,,
105,random-100-6.00-0,DIDP-DEL,0,0,0,0,0,563.972681156752,1807.475519171,0,0,43415039,164986104,-1,,
103,random-90-16.64-0,DIDP-DEL,0,0,0,0,0,513.2447955447396,1809.453035077,0,0,45717393,178373624,-1,,
102,random-90-13.00-0,DIDP-DEL,0,0,0,0,0,513.6327885770206,1819.168878214,0,0,45439591,175200648,-1,,
101,random-90-9.64-0,DIDP-DEL,0,0,0,0,0,514.0213475191181,1810.217146139,0,0,45534666,175858425,-1,,
100,random-10-2.50-0,DIDP-DEL,0,0,0,0,0,0,0.03009584,0,0,16792,20182,-1,,
99,random-10-1.30-0,DIDP-DEL,0,0,0,0,0,0,0.007981296,0,0,3886,4736,-1,,
98,random-10-0.00-0,DIDP-DEL,0,0,0,0,0,0,0.001313772,0,0,529,631,-1,,
